sku,name,imgurl,category,description
A40035S,Экспресс-полироль для кузова (концентрат) 1 л AVS AVK-631,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/g7icavqpema7kmn_d7c93213.jpg,"Для стекол, фар и кузова",Глянцевый блеск и насыщенный цвет. Защита поверхности от воды и грязи.
A78060S,Полироль-чернитель для шин (триггер) 500 мл AVS AVK-065,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/2ir46loxh4a8ie0_57a9635.jpg,Для колес и шин,"Применяется для восстановления внешнего вида шин. Может использоваться для ухода за пластиковыми бамперами и решетками радиаторов, кожухами наружных зеркал, молдингами."
A78056S,Полироль для приборной панели глянцевый 300 мл AVS AVK-061,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/uzqwcdrjj3v43zo_9e47e8fc.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя. Придает эффектный глянцевый блеск."
A07743S,Промывка системы охлаждения 250 мл AVS AVK-177,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/jwypcng06f6bo1c_d72d44f.jpg,Для подкапотного пространства,Эффективно очищает систему охлаждения бензиновых и дизельных двигателей. Совместим со всеми типами охлаждающих жидкостей.
A07539S,"Автошампунь для б/к мойки ""Active Foam"" (1:2-5) 1 л AVS STANDART PF-30",https://avs-auto.ru/storage/photo/resized/axy_210x210/b/19ni9qxamjofkft_464d6edd.jpg,Автошампуни и воск для сушки,"Концентрированное слабощелочное средство для бесконтактной мойки автотранспорта. Без труда удаляет дорожную пыль, грязь, масло, следы от насекомых."
A40060S,Очиститель хрома 250 мл AVS AVK-690,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/hj8oq5in6cu6a59_725e97a3.jpg,"Для стекол, фар и кузова",Восстанавливает блеск. Удаляет ржавчину и потускнения.
A40061S,Очиститель электроконтактов (аэрозоль) 520 мл AVS AVK-198,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/cnkuiz65sch06fn_fe88bd1f.jpg,Для подкапотного пространства,Эффективно удаляет продукты коррозии. Улучшает электропроводность.
A78526S,Смазка многофункциональная проникающая (аэрозоль) 140 мл AVS AVK-159,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/nw26xi8mrthgprd_db0c1e52.jpg,Сервисные средства и смазки,"Очищает сложные загрязнения. Защищает от влаги и замерзания. Совместима со всеми типами смазок. Безопасна для металлических, резиновых, деревянных и пластиковых элементов. Работает в диапазоне температур от -45°С до +40°С. Подходит для применения на станциях технического обслуживания, в гаражах, мастерских, на производстве и в домашнем хозяйстве. Благодаря уникальным, проникающим, смазывающим и защитным свойствам имеет обширную область применения."
A07563S,"Автошампунь ""Антикор"" 1 л AVS AVK-701",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/wutg8vuwiqlcuma_76579e7f.jpg,Автошампуни и воск для сушки,Уникальная быстродействующая формула шампуня с антикоррозионным эффектом обеспечивает эффективную и безопасную очистку лакокрасочного покрытия автомобиля от загрязнений.
A40065S,Полироль для приборной панели матовая (ваниль) (аэрозоль) 520 мл AVS AVK-636,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/9df2dreja4vzduc_53078e70.jpg,Для салона,Прекрасно очищает и обновляет внешний вид приборной панели. Матовый эффект.
A40066S,Полироль для приборной панели матовая (апельсин) (аэрозоль) 520 мл AVS AVK-637,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/f5mjyvzo0om5n0i_29f73e71.jpg,Для салона,Прекрасно очищает и обновляет внешний вид приборной панели. Матовый эффект
A40068S,"Автошампунь с воском AVS AVK-714 5,4 кг",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/z7e1aw2s2ms6s54_62984f3d.jpg,Автошампуни и воск для сушки,Придаёт зеркальный и яркий блеск. Создает защитный гидробарьер.
A40062S,Полироль для приборной панели глянцевая (Vanilla\Ваниль) (аэрозоль) 520 мл AVS AVK-633,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/403y8oc75fj4zqv_a7b13465.jpg,Для салона,Глянцевый блеск. Прекрасно очищает и обновляет внешний вид приборной панели.
A40067S,Полироль для приборной панели матовая (Bubble Gum/Бабл Гам) (аэрозоль) 520 мл AVS AVK-638,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/7c4k9w91i3l5qir_d6cb7717.jpg,Для салона,Прекрасно очищает и обновляет внешний вид приборной панели. Матовый эффект.
A40092S,Смазка силиконовая 250 мл AVS AVK-199,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/h0rhnp0klv2hzpr_82969822.jpg,Сервисные средства и смазки,Для защиты резиновых уплотнителей. Предотвращает примерзание.
A07744S,Очиститель для рук (Яблоко) (дозатор) 700 мл AVS AVK-659,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/7tpevsagyvrrq7r_f3f817be.jpg,Очистители для рук,"Высокоэффективный крем для очистки кожи рук от сложных загрязнений, таких как: синтетические масла, смазки, нефтепродукты, органические красители, сажа."
A40063S,Полироль для приборной панели глянцевая (Orange\Апельсин) (аэрозоль) 520 мл AVS AVK-634,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/7648a64oo3jyjpz_a0a257b3.jpg,Для салона,Глянцевый блеск. Прекрасно очищает и обновляет внешний вид приборной панели.
A40098S,"Автошампунь для б/к мойки ""Active Foam"" (1:8-12) 5 л 6,2 кг AVS ULTRA PF-80",https://avs-auto.ru/storage/photo/resized/axy_210x210/e/uupadesxs10td46_689d1018.jpg,Автошампуни и воск для сушки,Высококонцентрированное универсальное средство для бесконтактной мойки автотранспорта. Обладает высоким пенообразованием и сильным чистящим эффектом.
A40096S,"Удалитель наклеек и тонировочной пленки ""Антискотч"" (аэрозоль) 335 мл AVS AVK-650",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/5h2qa5fu45qv9jx_4c339c51.jpg,"Для стекол, фар и кузова","Удаляет наклейки, этикетки, ценники. Очищает от следов скотча, маркеров."
A40097S,"Автошампунь для б/к мойки ""Active Foam"" (1:8-12) (20 кг) AVS ULTRA PF-80",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/oci67394hrznp6d_11fb3bde.jpg,Автошампуни и воск для сушки,Высококонцентрированное универсальное средство для бесконтактной мойки автотранспорта. Обладает высоким пенообразованием и сильным чистящим эффектом.
A40145S,"Удалитель наклеек и тонировочной пленки ""Антискотч"" (аэрозоль) 520 мл AVS AVK-692",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/c9c7mcfbjqbc4d8_606c4d83.jpg,"Для стекол, фар и кузова","Очищает от следов скотча, маркеров. Удаляет наклейки, этикетки, ценники."
A40064S,Полироль для приборной панели глянцевая (Bubble Gum/Бабл Гам) (аэрозоль) 520 мл AVS AVK-635,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/d7n9bkt1lu28z7o_b9c28d39.jpg,Для салона,Глянцевый блеск. Прекрасно очищает и обновляет внешний вид приборной панели.
A40099S,"Автошампунь для б/к мойки ""Active Foam"" (1:8-12) 1 л AVS ULTRA PF-80",https://avs-auto.ru/storage/photo/resized/axy_210x210/g/elmc0fc24nuxxxv_8a7bd3ef.jpg,Автошампуни и воск для сушки,Высококонцентрированное универсальное средство для бесконтактной мойки автотранспорта. Обладает высоким пенообразованием и сильным чистящим эффектом.
A40105S,Очиститель следов насекомых и битумных пятен (аэрозоль) 520 мл AVS AVK-691,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/934hcythch9tg9t_16c02fe8.jpg,"Для стекол, фар и кузова","Продукт, разработанный для очистки лакокрасочных покрытий и хромированных деталей кузова автомобиля от стойких загрязнений. Легко очищает от пятен масла, битума, смолы, следов от насекомых и почек липы. Эффективен для удаления автомобильного консерванта."
A40148S,Очиститель кондиционера (аэрозоль) 520 мл AVS AVK-696,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/ark07qfb8z5iyxg_37b58fd.jpg,Для салона,"Свежий аромат ментола и эвкалипта. Устраняет плесень, бактерии, грибки."
A40147S,Очиститель кондиционера (аэрозоль) 335 мл AVS AVK-695,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/3bvbfbagwdlkyi9_29358c24.jpg,Для салона,"Свежий аромат ментола и эвкалипта. Устраняет плесень, бактерии, грибки."
A40144S,"Удалитель наклеек и тонировочной пленки ""Антискотч"" (аэрозоль) 210 мл AVS AVK-697",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/8z5vam0ek1qm0t4_37c3a788.jpg,"Для стекол, фар и кузова","Очищает от следов скотча, маркеров. Удаляет наклейки, этикетки, ценники."
A40104S,Смазка многофункциональная проникающая AV-40 (аэрозоль) 335 мл AVS AVK-340,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/887q0jivr6xdhdu_1b241584.jpg,Сервисные средства и смазки,"Обладает уникальным, проникающим, смазывающим и защитным свойствами. Имеет обширную область применения."
A07569S,Холодный воск (концентрат) 250 мл AVS AVK-707,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/8pkoud18boq2fp4_b235f4e9.jpg,Автошампуни и воск для сушки,Превосходно защищает автомобиль от внешних воздействий окружающей среды. Придает поверхности усиленный блеск. Безопасен для любых типов лакокрасочных покрытий.
A07078S,Смазка для цепей (PTFE) (аэрозоль) 335 мл AVS AVK-180,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/5b4sc56v2ay8q4a_bf1b94b1.jpg,Сервисные средства и смазки,"Применяется для смазывания приводных цепей мотоциклов, мопедов, велосипедов, мотороллеров, снегоходов и другого вида техники с цепными приводами. Подходит для цепей с O-ring, X-ring, Z-ring, W-ring уплотнителями. Синий цвет смазки служит индикатором нанесения."
A78645S,Смазка высокотемпературная медная (аэрозоль) 400 мл AVS AVK-168,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/5gxf61ypwj7on32_b4b7431b.jpg,Сервисные средства и смазки,"Высокотемпературная полусинтетическая смазка с высоким содержанием мелкодисперсной меди и ингибиторов коррозии обеспечивает эффективную смазку болтов, шарниров, тормозных суппортов, ступиц колес, резьбовых соединений, клемм АКБ и т.п."
A40143S,Очиститель дисков пенный (аэрозоль) 520 мл AVS AVK-694,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/tjcv87jxyo5stmk_f9160fc8.jpg,Для колес и шин,Удаляет окислы и ржавчину. Безопасен для ЛКП
A78525S,Смазка высокотемпературная медная (аэрозоль) 140 мл AVS AVK-158,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/5yr50356nfj0y3t_88b8dc39.jpg,Сервисные средства и смазки,"Высокотемпературная полусинтетическая смазка с высоким содержанием мелкодисперсной меди и ингибиторов коррозии обеспечивает эффективную смазку болтов, шарниров, тормозных суппортов, ступиц колес, резьбовых соединений, клемм АКБ и т.п."
A07568S,Автошампунь с воском 1 л AVS AVK-706,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/aya8oo4z2zmu03g_8198bfd3.jpg,Автошампуни и воск для сушки,"Автошампунь эффективно отмывает дорожные загрязнения с любых поверхностей. Входящий в состав полимерные компоненты обеспечивают превосходный глянец и длительную защиту кузова автомобиля от дорожной грязи, атмосферных осадков и ультрафиолета."
A07575S,Антизапотеватель (триггер) 250 мл AVS AVK-616,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/s54xtc90b0yfngj_76ae34c4.jpg,"Для стекол, фар и кузова","Предотвращает запотевание стекол в автомобиле на долгое время, обеспечивая прекрасную видимость, повышает безопасность движения в условиях высокой влажности воздуха."
A07571S,Холодный воск (концентрат) 1 л AVS AVK-709,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/qge5yc28230fa7s_9bfbeb51.jpg,Автошампуни и воск для сушки,Превосходно защищает автомобиль от внешних воздействий окружающей среды. Придает поверхности усиленный блеск. Безопасен для любых типов лакокрасочных покрытий.
A78388S,"Мовиль ""Консервирующий состав"" с цинком (аэрозоль) 520 мл AVS AVK-148",https://avs-auto.ru/storage/photo/resized/axy_210x210/b/y0cm3q4qt098epm_649f4bfb.jpg,Средства от коррозии,"Обеспечивает скрытым полостям двойную антикоррозийную защиту благодаря содержащемуся в составе цинку. Защищает от возникновения очагов электрохимической коррозии. Создает гелеобразное эластичное покрытие, стабильное в широком интервале рабочих температур – не стекает с вертикальных поверхностей при нагревании и не растрескивается при перепадах температур. Не оказывает отрицательного влияния на лакокрасочные покрытия, резину и пластик."
A40142S,"Очиститель велюра и обивки салона ""Пенный"" (аэрозоль) 335 мл AVS AVK-693",https://avs-auto.ru/storage/photo/resized/axy_210x210/e/ecopqjq0u6tlls0_881c6f92.jpg,Для салона,Эффективно удаляет загрязнения. Для любых видов тканей
A78421S,Полироль хрома (туба) 100 мл AVS AVK-076,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/l1yb5r1qtytyem9_50890461.jpg,"Для стекол, фар и кузова","Предназначен для ухода за хромированными, алюминиевыми и другими металлическими поверхностями."
A07570S,Холодный воск (концентрат) 500 мл AVS AVK-708,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/p49k2sxcy6rss3r_9cf6d81c.jpg,Автошампуни и воск для сушки,Превосходно защищает автомобиль от внешних воздействий окружающей среды. Придает поверхности усиленный блеск. Безопасен для любых типов лакокрасочных покрытий.
A78389S,"Мовиль ""Консервирующий состав"" с преобразователем ржавчины (аэрозоль) 520 мл AVS AVK-149",https://avs-auto.ru/storage/photo/resized/axy_210x210/i/iy27r9ejjkth7qm_daefc23e.jpg,Средства от коррозии,"Предназначен для антикоррозийной защиты скрытых полостей кузовов автомобилей со значительным сроком эксплуатации: дверей, порогов, лонжеронов и т.д. Образует покрытие с выраженными гидрофобными свойствами, глубоко проникает в очаги ржавчины и останавливает коррозию. При попадании на поверхность вытесняет влагу и образует воскообразную пленку толщиной 30-40 мкм."
A07576S,Антизапотеватель (триггер) 500 мл AVS AVK-617,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/xi2qohp5niojkg6_c2a2745c.jpg,"Для стекол, фар и кузова","Предотвращает запотевание стекол в автомобиле на долгое время, обеспечивая прекрасную видимость, повышает безопасность движения в условиях высокой влажности воздуха."
A07544S,"Автошампунь для б/к мойки ""Active Foam"" (1:4-6) 22 кг AVS PRIME PF-40",https://avs-auto.ru/storage/photo/resized/axy_210x210/d/9gl6xymkr9y512j_b6a5d9ba.jpg,Автошампуни и воск для сушки,"Концентрированное средство для бесконтактной мойки автомобильного транспорта. Удаляет дорожную пыль, масло, грязь, следы насекомых."
A40140S,Антизапотеватель (аэрозоль) 335 мл AVS AVK-639,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/znhpsenqtac3e6j_9d85e6fc.jpg,"Для стекол, фар и кузова",Для стекол и зеркал. Длительное действие.
A78387S,"Мовиль ""Консервирующий состав"" с бронзой (аэрозоль) 520 мл AVS AVK-147",https://avs-auto.ru/storage/photo/resized/axy_210x210/d/czr5yc150ujr0rc_2279c002.jpg,Средства от коррозии,"Придает поверхности дополнительную антикоррозийную защиту за счёт содержания в составе металлического бронзового порошка. Рекомендуется использовать при обработке участков, подвергающихся наибольшему воздействию окружающей среды. Создает гелеобразное эластичное покрытие, стабильное в широком интервале рабочих температур – не стекает с вертикальных поверхностей при нагревании и не растрескивается при перепадах температур. Не оказывает отрицательного влияния на лакокрасочные покрытия, резину и пластик."
A78513S,"Мовиль ""Консервирующий состав"" (аэрозоль) 1 л AVS AVK-156",https://avs-auto.ru/storage/photo/resized/axy_210x210/a/yuddox3smpie2n8_8fcc3142.jpg,Средства от коррозии,"Мовиль – надежный консервант полостей кузова и деталей автомобиля. Используется для антикоррозийной защиты скрытых полостей кузова автомобиля (порогов, корпусов дверей, стоек, лонжеронов, пола салона, багажника и т.п.). Наносится как на влажную, так и на ржавую поверхность, а также на старые антикоррозийные покрытия."
A78862S,"Полироль пластика, винила (Черный лед) (аэрозоль) 335 мл AVS AVK-090",https://avs-auto.ru/storage/photo/resized/axy_210x210/i/0d88f2x02feb106_33bc0627.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя."
A78861S,"Полироль пластика, винила (Bubble Gum/Бабл гам) (аэрозоль) 335 мл AVS AVK-089",https://avs-auto.ru/storage/photo/resized/axy_210x210/i/fr7cew9hxllsnbf_fdf075a5.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя."
A78080S,"Мовиль ""Консервирующий состав"" (аэрозоль) 520 мл AVS AVK-106",https://avs-auto.ru/storage/photo/resized/axy_210x210/g/xaze718cghydip7_86fdb490.jpg,Средства от коррозии,"Мовиль – надежный консервант полостей кузова и деталей автомобиля. Используется для антикоррозийной защиты скрытых полостей кузова автомобиля (порогов, корпусов дверей, стоек, лонжеронов, пола салона, багажника и т.п.). Наносится как на влажную, так и на ржавую поверхность, а также на старые антикоррозийные покрытия."
A78863S,"Полироль пластика, винила (Виноград) (аэрозоль) 335 мл AVS AVK-091",https://avs-auto.ru/storage/photo/resized/axy_210x210/g/kzvopdoxbaijcv6_585f4a6d.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя.и."
A78062S,Полироль фар (туба) 100 мл AVS AVK-066,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/zyyphxsxj63l4b9_e773da32.jpg,"Для стекол, фар и кузова","Предназначен для удаления поверхностных царапин, потускнения,  пластика головных и противотуманных фар, задних фонарей."
A07542S,"Автошампунь для б/к мойки ""Active Foam"" (1:4-6) 1 л AVS PRIME PF-40",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/v1re4dx9hy8brjw_6114121.jpg,Автошампуни и воск для сушки,"Концентрированное средство для бесконтактной мойки автомобильного транспорта. Удаляет дорожную пыль, масло, грязь, следы насекомых."
A07396S,Зимняя жидкость стеклоомывателя (концентрат) -50°С 1 л AVS AVK-400,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/zxl7h3q90302b94_9d5a78ae.jpg,"Для стекол, фар и кузова","Быстро и эффективно удаляет снег, лед, грязь, дорожные реагенты, органические и нефтяные загрязнения с лобового, заднего стекол и фар автомобиля. Не оставляет разводов и следов на поверхностях после прохода стеклоочистителей и высыхания."
A07566S,"Автошампунь ""Универсальный"" (Апельсин) 1 л AVS AVK-704",https://avs-auto.ru/storage/photo/resized/axy_210x210/e/bxe4ckq31y6yo6b_8df90bf7.jpg,Автошампуни и воск для сушки,Концентрированное и высокоэффективное средство для регулярного бережного ухода за лакокрасочным покрытием автомобиля при ручной мойке.
A07595S,"Преобразователь ржавчины с цинком ""ЦИНКАЧ"" 60 мл AVS AVK-190",https://avs-auto.ru/storage/photo/resized/axy_210x210/h/oattg5ec14caiwz_198d66ec.jpg,Средства от коррозии,Преобразует продукты коррозии и ингибирует процесс коррозии на различных поверхностях и изделиях из стали и чугуна.
A78379S,Смазка универсальная тефлоновая (аэрозоль) 335 мл AVS AVK-142,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/t94rayopwz93c0b_5b145399.jpg,Сервисные средства и смазки,"Высококачественный синтетический смазочный материал на основе мелкодисперсного политетрафторэтилена (PTFE) для универсального применения. Обеспечивает превосходное смазывание, проникновение и антикоррозионную защиту в широком диапазоне областей бытового и промышленного использования."
A07593S,Очиститель универсальный для салона и кузова (триггер) 250 мл AVS AVK-665,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/8ha4vsr9vhw8poy_80e7c195.jpg,"Для стекол, фар и кузова","Универсальный очиститель предназначен для удаления загрязнений со стекол и зеркал, для очистки салона автомобиля, а также мебели и предметов домашнего интерьера."
A40150S,Смазка многофункциональная проникающая (аэрозоль) 520 мл AVS AVK-223,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/f1wbfsciq5mtepf_83de851f.jpg,Сервисные средства и смазки,Эффективно очищает от ржавчины. Предотвращает образование коррозии.
A07594S,Преобразователь ржавчины 60 мл AVS AVK-189,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/cyxfe9vqvz2t0tb_772978a7.jpg,Средства от коррозии,Предназначен для обработки металлических поверхностей с целью удаления преобразования коррозии или ржавчины.
A07543S,"Автошампунь для б/к мойки ""Active Foam"" (1:4-6) 5,5 кг AVS PRIME PF-40",https://avs-auto.ru/storage/photo/resized/axy_210x210/h/o3b70m4wiyy0lir_9d6ef3fe.jpg,Автошампуни и воск для сушки,"Концентрированное средство для бесконтактной мойки автомобильного транспорта. Удаляет дорожную пыль, масло, грязь, следы насекомых."
A07567S,"Автошампунь ""Универсальный"" (Яблоко) 1 л AVS AVK-705",https://avs-auto.ru/storage/photo/resized/axy_210x210/b/is2nycgbzyzcczd_16b1026e.jpg,Автошампуни и воск для сушки,Концентрированное и высокоэффективное средство для регулярного бережного ухода за лакокрасочным покрытием автомобиля при ручной мойке.
A07584S,Полироль для приборной панели глянцевый (Vanilla / Ваниль) (триггер) 250 мл AVS AVK-618,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/gjql0nxfj74dtem_635ae1ac.jpg,Для салона,"Придает глянцевый блеск, прекрасно очищает и обновляет внешний вид приборной панели."
A78076S,Смазка универсальная силиконовая (аэрозоль) 140 мл AVS AVK-111,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/32wdnbik9gd4dpb_6d19f940.jpg,Сервисные средства и смазки,"Предназначена для ухода за механическими соединениями в автомобиле, мотоциклах, катерах, снегоходах, спортивном инвентаре, подходит для бытового использования. Обладает смазывающим и водоотталкивающим свойством, предохраняет от коррозии и устраняет неприятные скрипы. Обладает способностью оставаться на поверхности после многочисленных моек и при частом перепаде температур."
A07587S,Полироль для приборной панели матовый (Bubble Gum/Бабл гам) (триггер) 250 мл AVS AVK-621,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/c29j6qirraa1shi_7ae673d5.jpg,Для салона,"Прекрасно очищает и обновляет внешний вид приборной панели, придает матовый эффект."
A07586S,Полироль для приборной панели матовый (Vanilla/Ваниль) (триггер) 250 мл AVS AVK-620,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/eexx913nt6vwh5z_bedd3792.jpg,Для салона,"Прекрасно очищает и обновляет внешний вид приборной панели, придает матовый эффект."
A78377S,Смазка универсальная молибденовая (аэрозоль) 335 мл AVS AVK-140,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/yudgjqxalbyr6y3_f301cb16.jpg,Сервисные средства и смазки,"Универсальная смазка на основе дисульфида молибдена (MoS2) специально разработана для узлов трения открытого типа, которые работают при повышенных нагрузках и в условиях загрязнений пылью, грязью, осадками. Применяется для смазки шкивов, цапф, тросовых, цепных и зубчатых передач, скользящих опор, дверных замков, петель и т.п. Работает при любых погодных условиях. Устойчива к воздействию воды. Интерна к соли и кислотным осадкам."
A78078S,Смазка универсальная литиевая (аэрозоль) 335 мл AVS AVK-104,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/b37nhrgjua51hg0_36ac990f.jpg,Сервисные средства и смазки,"Высококачественная смазка для ухода за автомобилем, разнообразного бытового и промышленного использования. Предназначена для смазывания резьбовых соединений, подшипников качения и скольжения, шарниров, зубчатых, червячных и иных передач, индустриальных механизмов и другой техники."
A78380S,Смазка универсальная графитовая (аэрозоль) 335 мл AVS AVK-143,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/ju9m36mqjqhb2wm_bb1b638b.jpg,Сервисные средства и смазки,"Специально разработана для снижения трения и изнашивания деталей и механизмов без предусмотренной системы смазки: замков, шарниров, оружия."
A78561S,Смазка универсальная графитовая (аэрозоль) 140 мл AVS AVK-164,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/zuo5ovg7lx5t73m_13ae91bd.jpg,Сервисные средства и смазки,"Разработана специально для снижения трения и изнашивания деталей и механизмов подверженных высоким нагрузкам. Обладает высокой антифрикционной эффективностью, химической стойкостью, механической стабильностью и защищает металлические поверхности от коррозии."
A07590S,"Автошампунь для б/к мойки ""Active Foam"" (1:6-9) 23 кг AVS EXTRA PF-60",https://avs-auto.ru/storage/photo/resized/axy_210x210/h/84pmoc1qj056gko_98586b2a.jpg,Автошампуни и воск для сушки,"Высококонцентрированное универсальное средство для бесконтактной мойки легковых автомобилей и грузового транспорта. Очищает поверхности от солевых отложений, жирных въевшихся пятен, подтеков, маслянистых загрязнений даже в условиях жесткой воды."
A07592S,Антидождь NEW FORMULA (триггер) 250 мл AVS AVK-664,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/9cf6e7sr9oj1otq_6f4a94e0.jpg,"Для стекол, фар и кузова","Водоотталкивающее средство для стёкол, зеркал, фар автомобиля, а также пластиковых визоров мотоциклетных шлемов. Образует на стекле стойкую полимерную пленку."
A07577S,Автостеклоочиститель летний (триггер) 250 мл AVS AVK-661,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/kyqbfcdgc5mku37_85a59c90.jpg,"Для стекол, фар и кузова","Идеально подходит для очистки наружных и внутренних поверхностей автомобильных стекол, зеркал и фар от дорожных загрязнений и следов насекомых. Придает стеклам блеск без разводов. Улучшает обзорность и повышает безопасность движения."
A07585S,Полироль для приборной панели глянцевый (Bubble Gum / Бабл гам) (триггер) 250 мл AVS AVK-619,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/0a7kdwfthlu3cq0_5a877456.jpg,Для салона,"Придает глянцевый блеск, прекрасно очищает и обновляет внешний вид приборной панели."
A78079S,Смазка многофункциональная проникающая (аэрозоль) 335 мл AVS AVK-105,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/f79turewgbiqciq_e8a1c77f.jpg,Сервисные средства и смазки,"Проникает и разрушает ржавчину, защищает от коррозии. Применяется для смазки и разъединения заклинивших и примерзших металлических деталей. Быстро разрушает окислы и ржавчину внутри резьбовых соединений. Благодаря уникальным, проникающим, смазывающим и защитным свойствам имеет обширную область применения."
A07588S,"Автошампунь для б/к мойки ""Active Foam"" (1:6-9) 1 л AVS EXTRA PF-60",https://avs-auto.ru/storage/photo/resized/axy_210x210/b/hgdrj3qv4bh2c6n_e4bb2628.jpg,Автошампуни и воск для сушки,"Высококонцентрированное универсальное средство для бесконтактной мойки легковых автомобилей и грузового транспорта. Очищает поверхности от солевых отложений, жирных въевшихся пятен, подтеков, маслянистых загрязнений даже в условиях жесткой воды."
A07578S,Жидкость стеклоомывателя (лето) (BubbleGum/Бабл гам) (ПЭТ) 5 л AVS AVK-662,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/v75h6cswb4ruct4_8587a77e.jpg,"Для стекол, фар и кузова","Эффективно удаляет дорожную грязь, налет и следы насекомых. Улучшает обзор и повышает безопасность движения."
A07804S,Зимняя жидкость стеклоомывателя -20°С (ПЭТ) 4 л AVS AVK-401,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/802t6o9pk0fkghc_73078f04.jpg,"Для стекол, фар и кузова","Быстро и эффективно удаляет снег, лед, грязь, дорожные реагенты, органические и нефтяные загрязнения с лобового, заднего стекол и фар автомобиля при температуре окружающей среды до -20°С."
A78061S,"Смазка силиконовая (флакон ""roll-on"") 50 мл AVS AVK-102",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/ll3kiyg5smlk1uc_41346692.jpg,Сервисные средства и смазки,"Предназначена для ухода за резиновыми уплотнителями дверей, багажника, капота в автомобиле. Роликовый аппликатор обеспечивает равномерное нанесение на обрабатываемую поверхность, не допуская попадания на обивку салона!"
A07591S,Автостеклоочиститель летний (концентрат) 250 мл AVS AVK-663,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/n0jaz114ojcx4yx_196de1a4.jpg,"Для стекол, фар и кузова","Быстро и эффективно удаляет дорожную грязь, налет и следы насекомых. Обеспечивает идеальную чистоту стекол и фар автомобиля."
